created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Oct 29 23:59:31 +0000 2023;1718779626598662214;"العالم بات يستشعر بمعاناة أهلنا في #غزة وخرجوا بمظاهرات ضخمة لم يشهد لها العالم مثيل، ورأيت دموعهم واصرارهم لكشف الحقيقة وهم يصرخون بحرقة "الحرية لفلسطين" ويرفعون علم #فلسطين ويرتدون الكوفية، ومن جانب أخر نجد أبناء جلدتنا يحتفلون.. !! #Gaza #palestine https://t.co/infUpwVxwv";0;0;1;3;ar;168799207;1718779626598662214;Mohamed_Elhamdi;https://twitter.com/Mohamed_Elhamdi/status/1718779626598662214
Sun Oct 29 23:59:30 +0000 2023;1718779626183340514;"@tsunami93782 @Dud3rz @Israel They don’t want peace and to be fair we want them out of our land and they want us out of ours if they leave palestine peacefully we won’t kill them cuz we don’t enjoy that unlike them";0;1;0;0;en;1544382075972747265;1718553901278887997;norinezzzzz;https://twitter.com/norinezzzzz/status/1718779626183340514
Sun Oct 29 23:59:30 +0000 2023;1718779625445441552;"dan hati nurani kalian.";0;0;0;0;in;1201506039511707648;1718779152856477821;cookiends;https://twitter.com/cookiends/status/1718779625445441552
Sun Oct 29 23:59:30 +0000 2023;1718779623616520552;"Why did blitz do this? Is he accordion???🤔🤔🤔";0;0;0;0;en;1705955666450321408;1718779623616520552;44nofed;https://twitter.com/44nofed/status/1718779623616520552
Sun Oct 29 23:59:30 +0000 2023;1718779623222468748;"Let's start a chain to speak about palestine 🇵🇸  Tag your moots and tell them to reply with #CeasefireNOW and continue the chain    Please don't break the chain  @CeHache91 @veroochu @artbyshynexx";1;1;0;1;en;1040660364520775685;1718779623222468748;jcwiki1;https://twitter.com/jcwiki1/status/1718779623222468748
Sun Oct 29 23:59:29 +0000 2023;1718779620911366398;"What is this ship name?";0;1;0;1;en;2241119461;1718779620911366398;Madnesszeno;https://twitter.com/Madnesszeno/status/1718779620911366398
Sun Oct 29 23:59:29 +0000 2023;1718779620076511359;"@politicalelle He said Palestine, not Gaza.   Do you read?";0;1;0;0;en;26112219;1718468717498003877;OmarKamel;https://twitter.com/OmarKamel/status/1718779620076511359
Sun Oct 29 23:59:28 +0000 2023;1718779617891201112;"Sam Harris X Eric Weinstein: Israel-Palestine https://t.co/LrxMJHTbIK via @YouTube";0;0;0;0;de;44510336;1718779617891201112;ritahutchins;https://twitter.com/ritahutchins/status/1718779617891201112
Sun Oct 29 23:59:28 +0000 2023;1718779616356417988;"@tanyakanrl Udh tau blm klo Israel jg ngebunuh jurnalis Aljazeera yg keturunan Kristen Palestine?";0;0;0;0;in;1121245843;1718651789443252641;1331_pm;https://twitter.com/1331_pm/status/1718779616356417988
Sun Oct 29 23:59:28 +0000 2023;1718779616247128324;"@HarKhabrParNzar Nobody wants the Palestine people of Gaza.  Egypt their neighbor says no way";0;0;0;0;en;1711668710690177024;1718676100057116962;KrislerZeu53902;https://twitter.com/KrislerZeu53902/status/1718779616247128324
